function	AS102	AS103	AS105	AS106	AS107	AS111	AS112	AS113	AS114	AS115	AS117	AS120	AS122	AS123	AS124	AS125	AS127	AS128	AS129	AS130	AS131	AS132	AS133	AS134	AS136	AS137	AS139	AS140	AS141	AS142	AS149	AS150	AS152	AS153	AS154	AS155	AS156	AS157	AS160	AS162	AS163	AS164	AS167	AS169	AS172	AS173	AS174	AS175	AS177	AS178	AS179	AS180	AS181	AS182	AS183	AS185	AS186	AS187	AS188	AS189	AS190	AS191	AS193	AS195	AS196	AS204	AS205	AS206	AS207	AS208	AS212	AS214	AS216	AS221	AS223	AS226	AS227	AS228	AS229	AS230	AS232	AS233	AS235	AS236	AS237	AS239	AS240	AS242	AS244	AS245	AS246	AS247	AS248	AS249	AS66	AS67	AS68	AS69	AS71	AS72	AS73	AS74	AS75	AS76	AS77	AS78	AS79	AS80	AS81	AS82	AS83	AS84	AS85	AS86	AS87	AS88	AS90	AS91	AS92	AS93
RXN0-302	555.31	399.03	827.4	317.38	501.17	892.6600000000002	4999.27	3911.07	645.77	731.87	1335.35	1380.65	954.5	4161.46	1155.9699999999998	878.0	4518.11	5736.67	998.44	5195.17	2102.34	5148.0	6155.33	3518.94	3227.92	3548.5	1877.33	5592.37	1843.25	1622.58	1361.67	2571.75	1739.16	1470.08	2236.04	2120.67	684.19	744.53	2314.58	3180.2	1440.02	909.15	1292.4	770.5	1815.26	1022.5	1940.17	1098.16	2483.7	1388.69	1212.5	1601.51	1277.4499999999996	4322.67	2207.0600000000004	2074.75	1297.61	1841.5	1860.68	1300.67	1291.21	3112.23	1604.83	786.75	2999.04	721.8	409.1	766.27	1152.79	1847.27	1100.78	1909.43	678.0699999999998	598.23	476.66	2245.2	1986.0	2363.4	1632.52	2388.91	1331.3200000000004	1101.91	827.26	1211.33	612.48	583.6099999999999	743.5	1070.45	997.79	500.77	651.24	1096.92	561.89	597.99	1183.75	2466.49	1340.75	2923.25	1292.08	1989.0	2560.0	627.08	2238.58	2474.17	940.91	5712.5	2717.98	2971.75	2052.25	1024.97	979.75	947.16	1139.16	2750.34	3420.0	2211.59	2523.53	2873.98	428.17	1993.75
RXN0-305	215.67	220.6	347.2	155.8	215.0	16.0	8.0	23.200000000000006	205.94	417.27	308.4	391.27	133.60000000000002	86.72999999999998	49.3	404.0	928.0	229.0	223.5	627.0	1009.67	2403.38	4541.0	420.83	172.5	293.5	70.33	510.37	1152.4	894.36	455.5	369.5	754.83	524.5	389.62	545.6700000000002	205.45	281.68	394.5	592.25	352.0	341.05	143.0	222.5	694.6600000000002	148.49999999999997	381.17	73.89	594.67	435.08	935.33	1196.12	592.0	2210.13	1004.5	263.0	322.72	784.5	523.86	589.1700000000002	497.42	605.8299999999998	362.33	72.0	660.5799999999998	81.65	106.6	161.0	169.8	221.54	1072.18	1716.04	205.47	344.35	147.66	2530.5	1885.68	1687.97	1605.4	2862.58	1807.3	924.72	834.6800000000002	1179.5	338.5	555.5	597.0	297.67	708.77	228.17	206.28	478.02	431.0	367.5	132.75	1477.8000000000004	1158.1	1131.25	568.75	1092.0	1955.67	335.0	1390.92	1307.5	558.8299999999998	881.5	2388.08	1737.0	1484.75	536.3299999999998	419.67	673.33	753.33	1266.17	1684.0	1543.5	1467.12	1696.3	268.0	995.5
RXN0-308	1605.1799999999996	1910.99	3341.8	1037.42	1987.68	1121.65	5612.870000000001	4976.48	1858.2	1369.57	4399.58	4009.41	2082.0	6275.26	1685.11	2113.2	7977.99	7629.68	1821.99	8043.18	3712.02	9221.8	12041.99	6324.83	4317.1	4735.5	2587.66	7319.04	4786.39	4254.18	3263.51	4877.0	3999.15	3522.99	4928.25	4530.34	1720.72	1789.66	3971.08	5755.35	3038.63	2236.9	2730.98	1518.5	3798.78	1781.02	3161.17	2351.34	5671.76	2838.7699999999995	2904.34	3359.41	3195.41	8349.310000000001	4310.35	4714.91	3641.83	4503.5	3414.54	3181.34	3215.63	5760.46	2621.15	1653.75	5632.32	1760.85	2340.2	2605.21	3602.08	3119.07	2855.41	4988.68	2201.14	1770.69	2771.99	5658.3	4675.58	5022.66	3870.76	6065.51	3579.36	2715.09	2150.7200000000007	2844.49	2059.04	1486.49	1819.5	2365.02	3073.0	1776.84	2589.27	3508.29	2178.67	2041.42	2653.0	5773.0	3294.65	7258.75	3695.07	5365.0	8114.66	2643.82	9952.23	7384.68	3135.15	13151.5	7785.530000000002	9437.91	6105.0	3270.9700000000007	2803.41	2855.81	3610.31	8815.52	10785.75	7756.6100000000015	8127.379999999999	9116.47	1316.51	6177.5
RXN0-3364	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	55.0	82.0	14.33	100.67	0.0	3.43	0.0	0.0	0.0	0.0	4.12	0.0	0.0	4.88	0.0	2.75	0.0	1.25	0.0	0.0	0.0	5.83	4.0	6.62	0.0	4.88	0.0	2.12	0.0	0.0	0.0	0.0	2.86	0.0	3.43	0.0	3.71	0.0	4.0	1.0	6.1400000000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	2.88	0.0	5.25	0.0	0.0	0.0	0.0	7.17	0.0	5.5	2.12	0.0	0.0	0.0
RXN0-3521	0.0	1.8	0.0	13.0	0.0	6.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	15.0	54.8	20.0	33.0	0.0	0.0	60.67	2.38	0.0	24.0	69.0	82.0	21.33	155.67000000000004	11.2	19.43	121.0	40.0	143.0	110.0	305.12	173.0	87.6	106.28	2.67	31.75	38.0	14.65	16.0	45.0	19.33	24.5	44.0	23.29	0.0	38.48	0.0	44.12000000000001	42.0	12.73	41.0	143.0	113.86	61.0	3.43	85.0	45.71	38.0	64.33	120.0	117.54	0.0	0.0	0.0	0.0	10.0	38.0	59.0	0.0	0.0	0.0	108.6	44.0	53.8	57.0	118.0	39.0	54.0	29.0	56.0	51.0	16.0	58.0	39.67	45.0	34.2	20.29	64.8	0.0	38.0	97.0	0.0	13.6	558.0	284.0	24.0	80.0	0.0	28.67	0.0	21.0	65.0	54.48	67.0	27.25	11.0	16.0	12.33	3.33	38.67	11.5	63.5	16.12	22.4	0.0	15.0
RXN0-3601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	3.43	0.0	3.71	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN0-363	172.09	167.5	585.0	104.58	303.67	27.66	65.0	55.67	135.17000000000002	227.5	544.33	128.0	49.5	155.0	74.5	131.0	340.0	254.67	277.67	447.67	57.67	101.67	216.33	249.83	530.5	473.5	461.0	636.0	784.1700000000002	477.17	665.17	266.75	598.33	472.75	843.25	645.6700000000002	350.8400000000001	342.25	436.83	754.0	496.66	323.5	320.0	92.0	1179.16	318.3400000000001	420.5	249.34	426.5	242.0	101.0	123.0	410.0	457.83	188.5	262.33	339.5	443.0	141.5	277.17	260.5	513.3299999999998	143.32999999999996	92.0	299.0	32.0	68.5	242.0	350.0	109.34	390.33	1051.17	283.67	339.5	259.33	470.0	328.5	751.0	493.0	570.5	216.5	323.0	199.5	392.0	501.0	294.8300000000001	366.5	285.0	852.17	300.17	540.25	470.67	345.5	515.25	147.5	910.0	424.0	1200.5	1020.5	1344.0	4513.67	797.08	1764.08	959.67	430.41	422.5	997.33	1330.33	889.0	812.3299999999998	570.1700000000002	601.5	493.49	1670.17	1713.75	1130.67	1694.08	1538.33	165.17000000000004	737.9200000000002
RXN0-366	172.09	167.5	585.0	104.58	303.67	27.66	65.0	55.67	135.17000000000002	227.5	544.33	128.0	49.5	155.0	74.5	131.0	340.0	254.67	277.67	447.67	57.67	101.67	216.33	249.83	530.5	473.5	461.0	636.0	784.1700000000002	477.17	665.17	266.75	598.33	472.75	843.25	645.6700000000002	350.8400000000001	342.25	436.83	754.0	496.66	323.5	320.0	92.0	1179.16	318.3400000000001	420.5	249.34	426.5	242.0	101.0	123.0	410.0	457.83	188.5	262.33	339.5	443.0	141.5	277.17	260.5	513.3299999999998	143.32999999999996	92.0	299.0	32.0	68.5	242.0	350.0	109.34	390.33	1051.17	283.67	339.5	259.33	470.0	328.5	751.0	493.0	570.5	216.5	323.0	199.5	392.0	501.0	294.8300000000001	366.5	285.0	852.17	300.17	540.25	470.67	345.5	515.25	147.5	910.0	424.0	1200.5	1020.5	1344.0	4513.67	797.08	1764.08	959.67	430.41	422.5	997.33	1330.33	889.0	812.3299999999998	570.1700000000002	601.5	493.49	1670.17	1713.75	1130.67	1694.08	1538.33	165.17000000000004	737.9200000000002
RXN0-3741	40.0	29.0	2.0	5.0	10.0	36.0	376.67	214.0	0.0	0.0	0.0	6.0	6.0	209.33	25.0	5.0	286.67	205.0	57.0	336.0	161.67	161.71	122.0	169.32999999999996	226.33	254.0	14.33	354.67	17.0	39.43	0.0	11.0	12.0	0.0	30.12	13.0	15.0	4.88	14.67	65.75	28.0	95.25	0.0	0.0	46.0	5.83	15.0	6.62	67.0	17.21	0.0	2.12	101.0	21.0	648.0	117.0	80.86	0.0	34.43	0.0	3.71	67.0	49.0	19.0	78.14	21.0	50.0	34.0	114.0	96.0	61.0	12.0	12.0	3.0	28.0	18.0	7.0	15.0	0.0	0.0	10.0	0.0	3.0	13.0	0.0	0.0	0.0	47.67	0.0	9.0	1.29	11.0	0.0	42.0	380.0	21.0	20.0	112.0	0.0	244.0	0.0	0.0	5.67	0.0	21.0	24.0	6.88	18.0	5.25	0.0	0.0	137.0	90.0	7.17	0.0	5.5	2.12	0.0	36.0	62.0
RXN0-383	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	55.0	82.0	14.33	100.67	0.0	3.43	0.0	0.0	0.0	0.0	4.12	0.0	0.0	4.88	0.0	2.75	0.0	1.25	0.0	0.0	0.0	5.83	4.0	6.62	0.0	4.88	0.0	2.12	0.0	0.0	0.0	0.0	2.86	0.0	3.43	0.0	3.71	0.0	4.0	1.0	6.1400000000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	2.88	0.0	5.25	0.0	0.0	0.0	0.0	7.17	0.0	5.5	2.12	0.0	0.0	0.0
RXN0-3901	0.0	3.0	1.0	2.8	0.0	1.67	1.4	0.0	39.6	59.5	0.0	20.0	2.2	0.0	0.8	2.6	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	63.0	82.0	14.33	130.67000000000002	6.0	0.0	0.0	0.0	12.0	0.0	4.12	0.0	0.0	4.88	0.0	2.75	0.0	1.25	0.0	0.0	0.0	5.83	4.0	6.62	0.0	4.88	0.0	2.12	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.5	4.0	1.0	3.0	2.25	4.6	6.4	4.2	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.8	1.8	0.0	0.0	0.0	0.0	5.0	0.0	1.6	0.0	0.0	0.0	2.5	15.25	479.8	2.4	0.0	0.0	0.0	0.0	0.0	11.42	0.0	0.0	0.0	2.88	0.0	5.25	0.0	0.0	0.0	0.0	7.17	0.0	5.5	2.12	0.0	0.0	0.0
RXN0-3942	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	63.0	82.0	14.33	130.67000000000002	0.0	0.0	0.0	0.0	12.0	0.0	4.12	0.0	0.0	4.88	0.0	2.75	0.0	1.25	0.0	0.0	0.0	5.83	4.0	6.62	0.0	4.88	0.0	2.12	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	2.88	0.0	5.25	0.0	0.0	0.0	0.0	7.17	0.0	5.5	2.12	0.0	0.0	0.0
RXN0-3962	33.08	39.1	143.0	24.2	27.0	0.0	5.6	0.0	41.4	105.5	14.75	145.0	8.8	16.0	30.87	131.0	67.33	150.0	363.5	461.5	82.67	35.87999999999999	25.0	60.0	48.0	22.0	7.0	240.5	734.15	677.75	389.0	244.0	300.16	445.33	440.79	363.67	189.62	311.68	135.41	273.75	117.62	86.05	16.0	100.5	40.83	177.84	95.0	23.29	6.75	87.08000000000001	0.0	67.12	20.0	168.13000000000005	100.5	359.75	443.25	347.5	79.75	378.17	361.5	396.33	237.83	75.75	302.3	5.25	39.4	107.6	74.8	83.42	749.05	1228.15	91.8	364.35	18.0	442.2	284.75	542.75	321.0	360.25	131.0	324.2	112.45	379.5	123.75	159.67000000000004	299.0	93.0	203.25	54.8	66.0	232.35	90.0	171.0	195.5	1325.87	763.05	1484.75	665.75	492.0	1281.67	141.0	720.75	513.5	274.5	486.0	1070.08	773.25	652.25	341.25	138.25	275.33000000000004	210.5	566.5	688.25	944.25	734.62	708.05	95.0	309.5
RXN0-4022	244.23	345.03	777.4	73.13	443.17	85.66	1141.27	882.0699999999998	415.77	680.87	779.35	479.65	147.5	270.46000000000004	88.3	133.0	1184.7800000000002	750.6700000000002	222.44	825.17	1161.34	2719.0	4756.33	888.94	850.9200000000002	1440.5	732.33	1819.37	886.75	903.58	500.67	308.0	643.8299999999998	566.5	426.62	525.6700000000002	208.19	285.28	507.25	940.2	1028.02	708.15	636.4	276.5	1487.2599999999998	170.82999999999996	560.1700000000002	243.16	796.7	779.69	1066.5	1309.51	869.45	2255.67	935.06	766.75	327.61	771.5	589.6800000000002	638.6700000000002	482.21	585.23	299.8300000000001	105.75	741.04	126.3	248.6	297.27	602.79	332.27	464.78	471.43	127.07	194.23	160.66	866.2	1475.0	1313.4	815.52	811.91	157.32	467.91	368.26	392.33	257.48	229.94	274.5	375.45	402.79	257.27	265.99	652.9200000000002	390.89	206.74	502.75	1079.16	699.75	856.25	280.58	787.0	252.0	374.33	1292.33	1647.17	595.66	611.0	834.98	1731.75	940.75	539.64	514.75	684.66	698.16	1661.84	2431.25	1086.59	1584.7800000000002	1999.98	302.67	1370.0
RXN0-4082	129.66	48.0	7.0	20.0	13.0	62.33	966.34	758.0	6.0	15.0	0.0	58.0	60.0	24.66	40.34	79.0	106.0	220.0	61.5	155.0	57.34	111.21	0.0	109.66	1555.66	2978.0	2140.33	3450.67	28.0	119.0	100.0	108.0	41.66	141.66	97.46	94.0	14.67	9.88	40.66	77.75	82.67	77.25	0.0	47.5	75.5	19.17	4.0	17.62	76.0	65.54	0.0	2.12	32.0	164.0	117.67	87.0	15.0	86.0	52.0	48.0	68.0	69.0	58.0	1.0	100.0	33.0	71.0	33.0	43.0	18.0	214.0	260.0	64.0	40.0	20.0	614.0	209.0	216.0	307.0	727.0	632.0	238.0	264.0	326.0	14.0	88.34	83.5	17.0	72.0	21.0	36.0	23.0	31.0	0.0	0.0	27.0	172.0	476.0	11.0	36.0	0.0	30.0	46.0	103.0	71.0	3904.0	174.05	402.5	94.25	39.0	36.33	56.83	110.17	106.17	42.0	278.17	91.95	51.5	33.5	232.33
RXN0-4141	23.34	51.8	841.0	18.66	215.34	4.66	0.0	17.34	18.0	0.0	12.66	80.0	30.0	42.0	6.0	0.8	106.0	832.34	77.34	514.34	46.0	71.34	226.0	67.33000000000001	92.0	66.0	0.0	190.0	1894.8	1360.81	109.0	46.0	186.0	205.0	385.0	207.0	58.94000000000001	94.4	217.34	199.0	0.0	13.4	12.0	151.0	88.0	0.0	69.0	63.34	0.0	48.6	28.0	69.0	0.0	6.4	33.0	447.0	801.02	449.0	24.01	591.0	507.97	375.8	313.0	65.0	502.38	75.0	0.0	235.0	15.0	396.0	8.0	88.0	36.0	128.0	0.0	46.6	18.0	51.8	27.0	27.0	0.0	36.0	20.0	18.0	315.8	122.0	133.0	644.34	283.5	257.3	172.63	387.2	214.0	404.6	0.0	1503.99	220.6	0.0	268.99	1592.0	603.99	87.66	439.66	410.34	72.0	136.0	709.6	412.0	492.0	0.0	236.0	0.0	0.0	411.34	503.5	354.3400000000001	292.66	432.06	24.0	129.34
RXN0-4181	18.0	0.0	0.0	5.0	6.0	13.33	96.67	55.0	131.0	193.0	19.0	63.0	0.0	11.33	0.0	0.0	57.67	12.0	32.0	7.0	27.67	11.33	0.0	37.33	10.33	0.0	0.0	42.0	0.0	3.43	31.0	8.0	12.0	0.0	0.0	0.0	0.0	44.0	48.0	178.0	404.0	118.0	292.0	59.0	876.0	71.0	278.0	107.0	30.0	232.33	0.0	14.0	75.0	44.0	28.0	0.0	2.86	32.0	3.43	0.0	3.71	51.0	0.0	0.0	34.14	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	9.0	68.0	0.0	142.0	53.0	26.0	10.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	11.0	0.0	12.29	0.0	0.0	0.0	0.0	0.0	11.0	76.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	94.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	56.0
RXN0-4222	22.67	103.5	400.4	28.33	147.67000000000004	41.33	378.87	229.07	36.5	2.2	14.13	51.2	52.3	107.13	11.0	13.6	312.67	312.67	94.17	346.67	176.33999999999997	190.05	188.33	226.33	300.3300000000001	258.0	14.33	336.07	249.0	240.43	52.67	101.5	36.0	0.0	30.12	60.0	37.34	19.88	71.0	153.25	96.83	79.75	22.0	54.5	79.16	48.83	141.0	58.16	406.0	30.21	147.5	25.12	121.5	99.33	33.67	263.0	148.86	56.0	57.93	64.0	20.71	263.0	252.33	15.5	239.14	36.8	89.0	97.2	144.2	171.4	296.2	105.4	21.2	108.2	51.0	57.1	58.2	110.4	57.3	23.0	12.6	20.5	50.6	41.5	69.0	8.0	27.5	124.0	146.2	90.0	53.69	451.0	45.0	83.0	380.0	295.0	323.0	132.5	40.0	494.0	95.0	281.33	763.3299999999998	676.6700000000002	223.33	184.0	265.38	981.5	611.75	77.5	142.82999999999996	123.66	145.16	985.84	1176.5	508.84	689.28	1103.33	79.67	695.5
RXN0-4301	172.32999999999996	155.8	88.4	60.0	153.0	810.0	3969.87	3029.4	51.0	47.7	266.8	954.2	728.8	2710.13	1004.17	561.4000000000002	2280.0	5136.0	670.5	4335.0	1918.01	4055.38	5758.0	1994.83	2249.83	1952.5	721.33	3582.07	699.87	566.6	646.5	1536.5	1443.99	1276.83	1362.29	1169.34	431.77	505.28	2041.83	2503.25	565.0	699.3199999999998	512.0	542.5	637.6600000000002	804.51	1178.5	272.16	593.0	648.81	1002.0	1329.12	659.0	2732.06	1369.17	907.33	719.36	689.0	988.43	509.84	430.21	1818.66	1152.66	80.5	1717.54	552.3	213.0	428.2	620.2	1356.74	576.2	845.9	390.2	380.7	132.0	770.7	1310.7	1010.2	553.3	851.5	316.1	383.5	328.1	461.5	448.0	279.5	315.0	850.34	661.7	382.2	487.69	816.8	491.5	412.0	821.5	826.34	683.6	1408.5	927.0	1181.0	2259.34	438.0	1307.5	1370.0	537.5	885.5	1435.65	1318.66	978.75	628.0	655.3299999999998	940.33	865.6599999999999	1289.17	1664.5	1557.17	1386.45	1172.9	308.0	1291.33
RXN0-4341	90.5	89.3	66.0	33.0	130.5	36.0	376.67	219.0	109.0	220.5	210.0	245.0	32.0	226.33	48.5	101.8	799.67	293.0	156.5	535.0	1084.67	2441.71	4540.0	512.8299999999998	258.83	309.5	53.33	451.67	278.7	269.93	277.0	126.5	579.3299999999998	424.5	354.62	279.67	101.1	184.28	325.5	554.25	569.0	418.65	428.0	174.5	1299.0	90.83	409.5	129.62	139.5	591.8100000000002	929.0	1102.62	602.5	1730.4	226.0	229.0	107.36	282.0	195.43	244.17	154.21	288.33	63.0	43.5	268.54	21.0	59.0	34.0	209.0	133.67000000000002	169.0	261.5	15.0	63.5	53.0	430.1	1055.5	556.8	354.5	549.5	129.5	166.5	138.5	215.5	141.0	186.5	197.0	155.67	161.5	82.2	52.29	485.8	138.5	119.0	487.5	116.67	142.1	425.5	128.0	330.0	190.67	26.0	248.67	525.0	169.5	222.0	213.48	344.5	208.25	207.0	417.0	346.0	259.5	380.17	792.0	278.0	460.62	418.4	48.0	381.0
RXN0-4342	90.5	89.3	66.0	33.0	130.5	36.0	376.67	219.0	109.0	220.5	210.0	245.0	32.0	226.33	48.5	101.8	799.67	293.0	156.5	535.0	1084.67	2441.71	4540.0	512.8299999999998	258.83	309.5	53.33	451.67	278.7	269.93	277.0	126.5	579.3299999999998	424.5	354.62	279.67	101.1	184.28	325.5	554.25	569.0	418.65	428.0	174.5	1299.0	90.83	409.5	129.62	139.5	591.8100000000002	929.0	1102.62	602.5	1730.4	226.0	229.0	107.36	282.0	195.43	244.17	154.21	288.33	63.0	43.5	268.54	21.0	59.0	34.0	209.0	133.67000000000002	169.0	261.5	15.0	63.5	53.0	430.1	1055.5	556.8	354.5	549.5	129.5	166.5	138.5	215.5	141.0	186.5	197.0	155.67	161.5	82.2	52.29	485.8	138.5	119.0	487.5	116.67	142.1	425.5	128.0	330.0	190.67	26.0	248.67	525.0	169.5	222.0	213.48	344.5	208.25	207.0	417.0	346.0	259.5	380.17	792.0	278.0	460.62	418.4	48.0	381.0
RXN0-4361	121.5	104.3	50.4	60.0	70.0	810.0	3969.87	3029.4	121.0	240.7	266.8	823.2	731.8	2716.13	1012.5	507.4	2235.67	4353.0	504.5	3935.0	1754.34	3838.38	5236.0	1921.16	2168.83	1849.5	714.33	3440.07	664.37	527.1	342.5	1364.5	938.33	747.5	707.62	751.67	181.77	233.28	2071.5	2319.25	1040.5	611.6500000000002	795.0	519.5	1370.33	786.1700000000002	1456.5	371.49	989.0	860.8100000000002	1135.5	1233.62	654.0	2877.23	1295.17	791.3299999999998	682.36	584.0	895.4300000000002	473.17	421.21	1874.33	1149.33	83.5	1716.54	544.3	136.0	537.2	780.2	1349.07	401.2	354.9	369.2	202.7	141.0	650.7	1334.7	1196.2	647.8	719.5	236.1	347.5	321.1	352.5	375.0	227.83	217.0	824.67	592.7	329.2	381.69	348.8	283.5	357.0	755.5	846.0	659.6	479.5	397.33	1033.0	1174.0	509.33	1421.83	1552.17	493.5	617.0	1358.65	1501.33	1128.25	559.5	592.3299999999998	673.3299999999998	570.3299999999998	1584.34	2012.5	1409.34	1414.7800000000002	1538.73	179.0	1247.5
RXN0-4621	164.92000000000004	216.3	764.4	63.13	320.17	75.66	380.27	245.07	262.44	405.87	480.88	179.87	87.5	252.46	80.97	152.0	1023.0	573.6700000000002	217.17	790.17	215.34	397.55	268.33	447.49	772.83	1410.5	732.33	1826.07	829.45	712.6800000000002	409.17	194.0	537.3299999999998	389.83	402.79	394.0	123.44	214.28	412.25	598.75	740.7800000000002	369.15	396.0	220.5	1251.9899999999998	193.0	516.6700000000002	195.16	918.92	275.81	181.83	210.12	451.0	573.23	842.17	570.25	625.11	387.0	509.68	354.0	525.21	768.5	389.83	94.25	659.54	53.8	124.6	110.6	277.4	192.82	449.33	368.39	77.07	251.8	227.66	664.2	408.53	953.52	589.3	639.3299999999998	155.1	362.72	209.23	333.5	247.25	291.17	341.5	219.67	421.12	172.47	231.19	316.47	260.0	341.5	623.75	1268.46	1086.25	573.0	452.83	1079.0	668.3299999999998	510.33	2754.83	1565.67	598.66	772.5	2423.48	2352.75	1807.25	703.0799999999998	532.75	513.6600000000002	585.66	1879.84	1893.25	1724.59	1594.7800000000002	2109.48	200.67	1551.5
RXN0-4641	272.39	415.73	663.0	121.33	305.67	121.0	1204.67	1141.67	263.83	94.0	375.55	952.78	454.5	1288.33	154.67000000000004	241.0	1957.11	772.6700000000002	222.94	613.1700000000002	1091.67	3188.38	4862.33	1639.11	1016.42	1643.0	1111.66	2104.14	388.75	463.68	303.17	722.5	266.33	288.33	467.91	486.0	151.34	180.76	459.08	501.45	534.22	380.0	609.62	250.0	531.5999999999998	165.66	198.0	712.91	1537.53	752.5300000000002	1149.17	1152.13	608.39	2746.0	731.56	645.75	494.11	341.0	568.6800000000002	323.5	424.21	586.0	294.5	48.25	437.64	349.75	639.0	441.67	622.78	515.53	422.8	318.0900000000001	379.0	278.38	479.0	176.5	1110.28	375.43	157.72	127.89	64.22	203.19	131.78	69.33	194.08	20.110000000000007	32.0	280.78	363.92	269.0	295.29	223.0	147.89	207.44	184.0	360.69000000000005	650.75	452.5	653.8299999999998	948.0	3701.33	753.33	2875.75	1722.67	802.83	4570.5	1601.76	2302.75	1478.5	847.75	672.0799999999998	701.3299999999998	737.83	2143.51	2559.25	1879.09	1727.9	1651.08	305.67	1283.5
RXN0-5001	299.33	505.0	201.0	120.0	268.0	147.67000000000004	3086.0	2864.0	414.0	115.0	204.0	1182.0	712.0	132.0	177.67	326.0	147.32999999999996	752.0	41.5	153.0	72.0	119.88	86.0	186.0	1904.0	4559.0	2770.33	5322.67	6.0	96.29	258.0	344.0	78.33	210.33	344.79	303.0	58.17	92.88	18.33	268.75	321.67	83.25	168.0	154.5	155.5	100.5	54.0	151.62	24.0	68.88	0.0	52.12	114.0	227.0	240.0	284.0	40.58	20.0	237.29	41.0	97.13	77.0	59.0	16.0	54.42	499.0	974.0	662.0	813.0	283.0	570.5	430.0	549.0	290.5	850.0	197.0	288.5	178.0	125.0	38.5	94.0	265.5	170.5	40.0	70.0	12.67	55.5	151.0	145.0	254.0	155.87	227.5	120.0	69.0	47.0	27.0	185.5	174.5	102.5	0.0	74.0	10.0	149.67000000000004	78.0	130.5	144.0	262.88	300.0	145.25	107.0	88.0	42.0	182.17	144.17000000000004	118.0	213.5	58.12	12.0	46.0	33.0
